Time;Heap Memory;Total Memory
1004762979353600;158560256;7738032128
1004762928734600;158560256;7738032128
1004763506889800;180543488;7799283712
1004763558835600;181854208;7800819712
1004763609368000;181854208;7800819712
1004764134369900;205410304;7863504896
1004764241695300;205410304;7863508992
1004764190123800;205410304;7863504896
1004764774130600;228966400;7926095872
1004764828347600;228966400;7926095872
1004765349765500;252260352;7988871168
1004765452799900;252260352;7988875264
1004765400259000;252260352;7988871168
1004765981504900;117211136;7893692416
1004766035789600;117211136;7893692416
1004766612017300;135524352;7950704640
1004766663211900;135524352;7950708736
1004766561811200;135524352;7950704640
1004767194887300;158294016;8012673024
1004767246396100;158818304;8013254656
1004767295911800;158818304;8013254656
1004767871807900;182374400;8076054528
1004767820601700;182374400;8076050432
1004768390432100;202784768;8135811072
1004768442534700;205668352;8138727424
1004768493899000;205668352;8138727424
1004769128931500;229224448;8201248768
1004769028635400;229224448;8201244672
1004769078466700;229224448;8201244672
1004769649808400;252780544;8263999488
1004769700556200;252780544;8264003584
1004770297597900;117215232;8168284160
1004770242026700;117215232;8168284160
1004770352687600;117215232;8168284160
1004770910733700;135266304;8224940032
1004770960286400;135266304;8224940032
1004771012051600;135266304;8224944128
1004771601984800;158298112;8287703040
1004771551099100;158298112;8287698944
1004772159112900;180543488;8349024256
1004772218230900;182116352;8350380032
1004772281632900;182116352;8350380032
1004772835350100;205672448;8412971008
1004772889913000;205672448;8412971008
1004772945130700;205672448;8412975104
1004773560763900;228704256;8475754496
1004773506073400;228704256;8475754496
1004774161558600;252522496;8538894336
1004774105450500;252522496;8538894336
1004774214629100;252522496;8538898432
1004774779063600;117739520;8444014592
1004774831720400;117739520;8444014592
1004775514873800;135004160;8499929088
1004775463483400;135004160;8499924992
1004775412630100;135004160;8499924992
1004776074421000;158560256;8562565120
1004776124645600;158560256;8562667520
1004776178726300;158560256;8562667520
1004776778308700;181854208;8625328128
1004776727642500;181854208;8625328128
1004777326705200;203313152;8685707264
1004777380300000;205672448;8688005120
1004777433343200;205672448;8688005120
1004777982161200;228966400;8750727168
1004778033706900;228966400;8750727168
1004778083548400;228966400;8750731264
1004778681354500;252522496;8813330432
1004778628048400;252522496;8813326336
1004779347652600;116166656;8716861440
1004779297012500;116166656;8716861440
1004779244702500;116166656;8716861440
1004779894251400;135004160;8774565888
1004779944306100;135004160;8774565888
1004779994144600;135004160;8774569984
1004780539831000;158560256;8837152768
1004780590057400;158560256;8837156864
1004781159650800;180281344;8898523136
1004781220537800;181854208;8899911680
1004781274433800;181854208;8899911680
1004781821617400;205672448;8962617344
1004781873636900;205672448;8962617344
1004781923657800;205672448;8962621440
1004782526731900;228966400;9025183744
1004782474145200;228966400;9025183744
1004783143650100;252522496;9087963136
1004783091139200;252522496;9087963136
1004783198767700;252522496;9087967232
1004783824116600;115642368;8990998528
1004783773232800;115642368;8990998528
1004784443769700;135004160;9049100288
1004784493772300;135004160;9049104384
1004784393101400;135004160;9049100288
1004785049253600;158822400;9111859200
1004785101652400;158822400;9111900160
1004785153499600;158822400;9111900160
1004785711819000;181854208;9174568960
1004785762995200;181854208;9174573056
1004786330339800;203051008;9234604032
1004786381532300;205410304;9237147648
1004786433061100;205410304;9237147648
1004787050399600;228966400;9299947520
1004787102608100;228966400;9299947520
1004787169241900;228966400;9299951616
1004787789545200;252522496;9362608128
1004787736648200;252522496;9362604032
1004788497217800;116936704;9275355136
1004788623147700;116936704;9275355136
1004788563247200;116936704;9275355136
1004789306816900;138125312;9339207680
1004789254571000;137863168;9338757120
1004789903173500;162443264;9406988288
1004789963944500;162705408;9407504384
1004790027976000;162705408;9407508480
1004790626431700;186761216;9475723264
1004790690089700;186761216;9475723264
1004791381611000;211886080;9544298496
1004791310779100;211886080;9543995392
1004792067326000;236744704;9611804672
1004792010007500;236744704;9611804672
1004792127243200;236744704;9611808768
1004792772794900;260034560;9675350016
1004792721647700;260034560;9675264000
1004792830698600;260034560;9675354112
1004793481582700;117977088;9579655168
1004793421530300;117977088;9579655168
1004794108126700;137326592;9640763392
1004794170532800;137588736;9641283584
1004794837420600;161144832;9704136704
1004794779333100;157999104;9701130240
1004794892941900;161144832;9704136704
1004795536276900;184692736;9767493632
1004795650475500;184692736;9767497728
1004795595015200;184692736;9767493632
1004796267479200;208510976;9830391808
1004796320340600;208510976;9830391808
1004796968531500;231542784;9893105664
1004796914775700;231542784;9893105664
1004797022359200;231542784;9893109760
1004797655391900;255361024;9955979264
1004797768830400;255361024;9955983360
1004797711708800;255361024;9955983360
1004798397733200;116690944;9856024576
1004798451404000;116690944;9856024576
1004799087546200;135004160;9913319424
1004799036605300;135004160;9913315328
1004799141149300;135004160;9913319424
1004799703597600;158560256;9976102912
1004799807861100;158560256;9976107008
1004799756044300;158560256;9976102912
1004800407811500;182378496;10039025664
1004800458815300;182378496;10039025664
1004801036666000;205672448;10101989376
1004801138839800;205672448;10101993472
1004801087266800;205672448;10101989376
1004801774301700;228704256;10164662272
1004801839769900;228704256;10164662272
1004802431807400;246493184;10221592576
1004802535115500;252522496;10227515392
1004802485428500;252522496;10227515392
1004803195794100;116166656;10131013632
1004803247057800;116166656;10131013632
1004803142827500;116166656;10131013632
1004803827907100;135266304;10188779520
1004803878537100;135266304;10188779520
1004804567983700;158818304;10251108352
1004804517217200;158818304;10251100160
1004804466431200;158818304;10251100160
1004805158950800;182116352;10314129408
1004805263751900;182116352;10314133504
1004805213939100;182116352;10314129408
1004805971132700;205410304;10376867840
1004805915571600;205410304;10376863744
1004806590724200;226091008;10437963776
1004806644034200;229498880;10441048064
1004806695692500;229498880;10441048064
1004807362659800;253325312;10505261056
1004807412886000;253325312;10505265152
1004807311437700;253325312;10505261056
1004808018062400;118018048;10410860544
1004808124169200;118018048;10410860544
1004808069249100;118018048;10410860544
1004808721967400;135815168;10468978688
1004808772103800;135815168;10468999168
1004809423121500;159903744;10533212160
1004809373229800;159903744;10533212160
1004809476399700;159903744;10533212160
1004810074488800;183468032;10597425152
1004810138510300;115957760;10529914880
1004810199594200;115957760;10529914880
1004810788836400;124579840;10578968576
1004810839154500;124579840;10578968576
1004810889727300;124579840;10578968576
1004811480513600;145260544;10639953920
1004811538753700;145260544;10639953920
1004812146394000;169086976;10704179200
1004812200577300;169086976;10704179200
1004812253766800;169086976;10704183296
1004812894326500;192651264;10768392192
1004813009965300;192651264;10768392192
1004812947260000;192651264;10768392192
1004813656976400;216477696;10832601088
1004813604657400;216477696;10832601088
1004814255745100;237158400;10893463552
1004814311104400;240828416;10896855040
1004814361102100;240828416;10896855040
1004815035692100;264392704;10961059840
1004815087847900;264392704;10961063936
1004814980655400;264392704;10961059840
1004815766764100;287956992;11025297408
1004815715063700;287956992;11025297408
1004815816814400;287956992;11025301504
1004816446457900;120377344;10898419712
1004816496232000;120377344;10898419712
1004817197657000;136077312;10954223616
1004817142401500;133718016;10951802880
1004817247164900;136077312;10954223616
1004817858085200;159903744;11018432512
1004817969224900;159903744;11018436608
1004817907759500;159903744;11018432512
1004818667660600;183730176;11082657792
1004818566962900;183730176;11082657792
1004818616465600;183730176;11082657792
1004819263509600;207294464;11146874880
1004819312118800;207294464;11146874880
1004819916406700;228237312;11207987200
1004819967875900;231383040;11211104256
1004820018324200;231383040;11211104256
1004820624219400;255471616;11275333632
1004820673589100;255471616;11275333632
1004820722380700;255471616;11275337728
1004821353820700;117231616;11178262528
1004821403965100;117231616;11178262528
1004821455235900;117231616;11178262528
1004822078089700;136077312;11237085184
1004822129815000;136077312;11237154816
1004822841468100;159641600;11301355520
1004822738367800;159641600;11301351424
1004822790475600;159641600;11301351424
1004823473463700;183730176;11365584896
1004823535719200;115433472;11297894400
1004823586664000;115433472;11297894400
1004824221211700;124055552;11346948096
1004824276173500;124055552;11346948096
1004824327398600;124055552;11346948096
1004825038147600;145260544;11408285696
1004824986322100;145260544;11408285696
1004825824596500;169349120;11472515072
1004825757139700;169349120;11472515072
1004825698153000;165941248;11469213696
1004826516294600;193437696;11536736256
1004826640265200;193437696;11536744448
1004826581173400;193437696;11536736256
1004827268740600;216739840;11600949248
1004827326980300;216739840;11600949248
1004827388294700;216739840;11600957440
1004828014939100;240566272;11665166336
1004828065154000;240566272;11665174528
1004828716647100;264130560;11729395712
1004828767975400;264130560;11729395712
1004828817966500;264130560;11729399808
1004829485304700;288219136;11793612800
1004829538076900;288219136;11793616896
1004829591839400;288219136;11793616896
1004830244481900;118804480;11665121280
1004830296208400;118804480;11665125376
1004830346073000;118804480;11665125376
1004831017807200;136339456;11722330112
1004830963792700;136339456;11722330112
1004831753621100;159641600;11786534912
1004831701660200;159641600;11786530816
1004831646739600;159641600;11786530816
1004832443025200;183468032;11850760192
1004832391684400;183468032;11850756096
1004832494563400;183468032;11850760192
1004833172491300;207556608;11914981376
1004833225560000;207556608;11914981376
1004833897829800;231383040;11979161600
1004833948002200;231383040;11979161600
1004833846374800;228237312;11976200192
1004834590951900;254947328;12043378688
1004834642216000;254947328;12043378688
1004834700076400;254947328;12043386880
1004835380156500;116445184;11945418752
1004835431061000;116445184;11945418752
1004835483637700;116445184;11945418752
1004836162992600;136077312;12005306368
1004836108340500;136077312;12005232640
1004836795624800;152825856;12062539776
1004836899655200;160165888;12069502976
1004836847776400;160165888;12069502976
1004837623339800;183992320;12133728256
1004837674277400;183992320;12133732352
1004837574086900;183992320;12133728256
1004838319636300;207818752;12197957632
1004838420905700;207818752;12197961728
1004838369934000;207818752;12197957632
1004839107087400;231645184;12262182912
1004839054047400;231645184;12262178816
1004839815319300;255209472;12326391808
1004839757307500;247345152;12318646272
1004839864989800;255209472;12326391808
1004840571491800;117231616;12229570560
1004840681939500;117231616;12229570560
1004840629270200;117231616;12229570560
1004841393639800;136077312;12288237568
1004841442881600;136077312;12288241664
1004841344237800;136077312;12288192512
1004842116962900;159903744;12352450560
1004842169719700;159903744;12352450560
1004842901598400;183468032;12416684032
1004842953007100;183468032;12416688128
1004842850159900;183468032;12416684032
1004843622701800;207556608;12480880640
1004843677340100;207556608;12480884736
1004843730196100;207556608;12480884736
1004844448146400;230858752;12545101824
1004844397515600;230858752;12545101824
1004844497595300;230858752;12545101824
1004845164346600;254947328;12609331200
1004845218002400;254947328;12609331200
1004845927147000;118280192;12513583104
1004845876254500;118280192;12513583104
1004845977091000;118280192;12513583104
1004846644835300;136077312;12571328512
1004846746660200;136077312;12571344896
1004846696661600;136077312;12571340800
1004847428731200;159641600;12635537408
1004847483488900;159641600;12635541504
1004847540206600;159641600;12635541504
1004848243235500;183468032;12699795456
1004848292847900;183468032;12699795456
1004849050358700;207556608;12764020736
1004849000788100;207556608;12764020736
1004848949713100;207556608;12764020736
1004849773026000;231383040;12828250112
1004849714798700;231383040;12828250112
1004849824611400;231383040;12828254208
1004850499321100;254947328;12892471296
1004850599017800;254947328;12892471296
1004850549194300;254947328;12892471296
1004851274893700;117755904;12795715584
1004851325114600;117755904;12795715584
1004852023906700;133718016;12851949568
1004852130769100;135815168;12854366208
1004852078043000;135815168;12854366208
1004852860690300;159903744;12918571008
1004852912468000;159903744;12918571008
1004852964077500;159903744;12918575104
1004853725482800;183992320;12982808576
1004853671621800;183992320;12982808576
1004853778819600;183992320;12982812672
1004854468377200;207556608;13047033856
1004854518757000;207556608;13047037952
1004855306047900;231120896;13111259136
1004855200989800;228499456;13108109312
1004855256299200;231120896;13111259136
1004855974754300;255209472;13175488512
1004856026242100;255209472;13175488512
1004856077809400;255209472;13175488512
1004856840451500;116445184;13077934080
1004856783467300;116445184;13077934080
1004857658268400;135553024;13137276928
1004857552305700;133980160;13134786560
1004857606573300;135553024;13137276928
1004858371810900;159641600;13201485824
1004858426927100;159641600;13201485824
1004858487034700;159641600;13201489920
1004859213613100;183992320;13265723392
1004859325351600;183992320;13265723392
1004859272559800;183992320;13265723392
1004860008323100;207556608;13329940480
1004860058074500;207556608;13329940480
1004860776123900;231120896;13394153472
1004860826253700;231120896;13394153472
1004860724454800;228237312;13390917632
1004861501282000;254947328;13458374656
1004861551310800;254947328;13458374656
1004861601351000;254947328;13458378752
1004862296558400;116707328;13360648192
1004862347311300;116707328;13360648192
1004862400208200;116707328;13360648192
1004863106388100;136077312;13420294144
1004863159774600;136077312;13420380160
1004863896002000;159903744;13484572672
1004863843692400;153088000;13477601280
1004863947919800;159903744;13484572672
1004864631019500;183730176;13548797952
1004864681819500;183730176;13548802048
1004864733687200;183730176;13548802048
1004865423996800;207556608;13613010944
1004865473320700;207556608;13613010944
1004865524360100;207556608;13613015040
1004866224662300;231383040;13677248512
1004866274852300;231383040;13677252608
1004867021601100;255209472;13741461504
1004866972517400;255209472;13741461504
1004867072038700;255209472;13741465600
1004867828153200;117755904;13644943360
1004867776070500;117755904;13644943360
1004867879248800;117755904;13644943360
1004868629968500;136077312;13703307264
1004868680175600;136077312;13703311360
1004868579708400;136077312;13703262208
1004869381435200;159641600;13767520256
1004869431063400;159641600;13767520256
1004870110558800;183992320;13831753728
1004870163501000;183992320;13831753728
1004870213775200;183992320;13831757824
1004870920674700;116183040;13805207552
1004870976862700;116183040;13805207552
1004871026809600;116183040;13805207552
1004871737611400;136077312;13864931328
1004871790006200;136077312;13864976384
1004871842650500;136077312;13864980480
1004872619129800;159641600;13929177088
1004872570074700;159641600;13929177088
1004873456447800;183730176;13993414656
1004873402422200;183730176;13993410560
1004873347084000;183730176;13993410560
1004874186629100;207032320;14057619456
1004874237310800;207032320;14057619456
1004874286317400;207032320;14057619456
1004875041392200;231120896;14121861120
1004875092270100;231120896;14121861120
1004874989591100;231120896;14121857024
1004875860144000;255209472;14186078208
1004875808247600;255209472;14186078208
1004876668893400;116445184;14088298496
1004876566593600;116445184;14088298496
1004876618215200;116445184;14088298496
1004877498681500;136077312;14147780608
1004877396100000;136077312;14147760128
1004877448036800;136077312;14147776512
1004878266306800;159903744;14211985408
1004878216325500;159903744;14211981312
1004878980551000;183730176;14276206592
1004879043119300;183730176;14276206592
1004879103750600;183730176;14276210688
1004879843726800;207294464;14340419584
1004879943936300;207294464;14340423680
1004879893164800;207294464;14340423680
1004880793294900;231645184;14404661248
1004880683710900;231645184;14404657152
1004880738955400;231645184;14404657152
1004881565464700;254947328;14468861952
1004881615414500;254947328;14468861952
1004882375305400;117493760;14372331520
1004882425514600;117493760;14372331520
1004882476557300;117493760;14372331520
1004883187617900;133455872;14428450816
1004883240740800;136077312;14430887936
1004883292713700;136077312;14430887936
1004883999278400;159641600;14495092736
1004884100715000;159641600;14495092736
1004884051467200;159641600;14495092736
1004884820838600;183468032;14559330304
1004884870700200;183468032;14559330304
1004885619993100;207294464;14623551488
1004885729737700;207294464;14623555584
1004885674954800;207294464;14623551488
1004886450863400;231383040;14687776768
1004886502266500;231383040;14687776768
1004886551714000;231383040;14687780864
1004887337987400;254947328;14751989760
1004887454500200;254947328;14751993856
1004887399575200;254947328;14751993856
1004888218845600;116969472;14654881792
1004888279181500;116969472;14654881792
1004889145312000;133455872;14711308288
1004889218761000;135815168;14713786368
1004889285588900;135815168;14713786368
1004890460635900;159641600;14777999360
